timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-03T13:09:34,codecarbon,,560.0586953163147,0.0027465797005024,4.90409259506492e-06,42.5,0.0,3.0,0.0066117250568336,0,0.0004666713553667,0.0070783964122003,United States,USA,pennsylvania,,,macOS-10.16-x86_64-i386-64bit,3.9.12,2.3.2,8,Apple M2,,,-79.9951,40.4488,8.0,machine,N,1.0
2023-12-03T15:36:00,codecarbon,,535.2086789608002,0.0026247188432909,4.90410366361648e-06,42.5,0.0,3.0,0.0063183685847454,0,0.0004459719657897,0.0067643405505352,United States,USA,pennsylvania,,,macOS-10.16-x86_64-i386-64bit,3.9.12,2.3.2,8,Apple M2,,,-79.9951,40.4488,8.0,machine,N,1.0
2023-12-03T15:52:39,codecarbon,,569.9109470844269,0.0027949032899757,4.904105289210648e-06,42.5,0.0,3.0,0.0067280454875694,0,0.0004748889172077,0.0072029344047771,United States,USA,pennsylvania,,,macOS-10.16-x86_64-i386-64bit,3.9.12,2.3.2,8,Apple M2,,,-79.9951,40.4488,8.0,machine,N,1.0
2023-12-03T16:03:59,codecarbon,,575.750785112381,0.002823541817787,4.90410415547406e-06,42.5,0.0,3.0,0.0067969831955101,0,0.0004797574973106,0.0072767406928208,United States,USA,pennsylvania,,,macOS-10.16-x86_64-i386-64bit,3.9.12,2.3.2,8,Apple M2,,,-80.051,40.4182,8.0,machine,N,1.0
2023-12-03T16:35:12,codecarbon,,508.4176609516144,0.0024933250856588,4.9040882667058095e-06,42.5,0.0,3.0,0.006002073168589,0,0.0004236436374982,0.0064257168060872,United States,USA,pennsylvania,,,macOS-10.16-x86_64-i386-64bit,3.9.12,2.3.2,8,Apple M2,,,-80.051,40.4182,8.0,machine,N,1.0
2023-12-03T16:46:02,codecarbon,None,522.0122940540314,0.0025600118262842854,4.904121714074629e-06,42.5,0.0,3.0,0.0061625898215505815,0,0.0004349898966153462,0.006597579718165928,United States,USA,pennsylvania,,,macOS-10.16-x86_64-i386-64bit,3.9.12,2.3.2,8,Apple M2,,,-80.051,40.4182,8.0,machine,N,1.0
